00432109,数学物理方法,(下) Methods of Mathematical Physics  (2)
00432110,数学物理方法,Methods of Mathematical Physics 
00432115,数学物理方法专题,Special Topics of Methods of Mathematical Physics 
00432119,数学物理方法习题课,Methode of Mathematical Physics Exercise 
00432119,数学物理方法习题课,Methode of Mathematical Physics Exercise 
00432119,数学物理方法习题课,Methode of Mathematical Physics Exercise 
00432140,电动力学 (A),Electrodynamics  (A)
00432149,量子力学 (B),Quantum Mechanics  (B)
00432151,量子力学习题,Exercise of Quantum Mechanics 
00432160,电动力学习题,Exercise of Electro Dynamics 
00432205,理论力学习题课,Exercises of Theoretical Mechanics 
00432211,理论力学,Theoretical Mechanics 
00432230,热力学与统计物理 (B),Thermodynamics and Statistics  (B)
00434322,光学前沿,Frontiers in Optics 
04830494,数据结构与算法上机,Data Structures and Algorithm  (Lab.)
04830494,数据结构与算法上机,Data Structures and Algorithm  (Lab.)
04831420,数据结构与算法 (B),Data Structure and Algorithm  (B)
04831420,数据结构与算法 (B),Data Structure and Algorithm  (B)
00430170,天文测距导论,An Introduction to Distance Measurement in Astronomy 
00430183,天体物理,Astrophysics  
00431547,天体物理前沿,Frontier of Astrophysics 
00431557,恒星大气与天体光谱,Star Atmosphere and Astrophysical Spectroscopy 
00431559,天文技术与方法,Ⅱ（高能与射电） Astronomical Techniques and Methods II:Radio and High energy 
00431710,近海海洋学,Coastal Oceanography 
00432251,天气学,Synoptic Meteorology 
00432252,大气动力学基础,Atmospheric Dynamics 
00432253,大气物理实验,Atmospheric Physics Lab. 
00432275,云物理学导论,An Introduction to Cloud Physics 
01034660,化工制图,Chemical Engineering Drawing 
01034990,化学开发基础,Fundamentals of Chemical  Exploitation 
00130202,高等数学,(B)  (二) Advanced Mathematics (B) (2)
00130212,高等数学,(B)  (二)习题课 Problem-solving on Higher Mathematics (B)
00431132,普通物理,(I) General Physics  (1)
00431132,普通物理,(I) General Physics  (1)
00431680,普通物理习题课,Exercises of  General Physics 
00431680,普通物理习题课,Exercises of  General Physics 
01030120,结构化学,Structural Chemistry 
01032530,高分子物理,Polymer Physics 
01032860,无机化学实验,Inorganic Chemistry Lab. 
01034350,定量分析,Quantitative Analysis 
01034350,定量分析,Quantitative Analysis 
01034360,定量分析实验,Quantitative Analysis Lab. 
01034371,有机化学,(一) Organic Chemistry  (Ⅰ)
01034371,有机化学,(一) Organic Chemistry  (Ⅰ)
01034390,仪器分析,Instrumental Analysis 
01034400,仪器分析实验,Instrumental Analysis Lab. 
01034440,无机化学,Inorganic Chemistry 
01034460,高分子化学,Polymer Chemistry 
01034480,化工实验,Experiment of Chemical Engineering 
01034500,生命化学基础,Fundamentals of Life Chemistry 
01034520,中级分析化学实验,Comprehensive Analytical Chemistry Lab. 
01034551,中级物理化学,Comprehensive Physical Chemistry 
01034590,电分析化学研究方法,Fundamentals of Electroanalytical Chemistry 
01034640,应用化学基础,Fundamentals of Applied Chemistry 
01034710,界面化学,Interface Chemistry 
01034960,理论与计算化学,Theoretical and Computational Chemistry 
01034980,生物物理化学,Biophysical Chemistry 
01035001,有机化学实验 (Ⅰ),Organic Chemistry Lab.  (Ⅰ)
01035030,中级物理化学实验,Comprehensive Physical Chemistry Lab. 
01035110,高等电化学,Advanced Electrochemistry 
04830494,数据结构与算法上机,Data Structures and Algorithm  (Lab.)
04831420,数据结构与算法 (B),Data Structure and Algorithm  (B)
01034490,材料化学,Material Chemistry 
00130202,高等数学,(B)  (二) Advanced Mathematics (B) (2)
00130212,高等数学,(B)  (二)习题课 Problem-solving on Higher Mathematics (B)
01032720,物理化学实验 (B),Physical Chemistry Lab. (B)
01130070,微生物学实验,Microbiology Lab. 
01130070,微生物学实验,Microbiology Lab. 
01130070,微生物学实验,Microbiology Lab. 
01130210,遗传学实验,Genetics Lab 
01130210,遗传学实验,Genetics Lab 
01130210,遗传学实验,Genetics Lab 
01130210,遗传学实验,Genetics Lab 
01130380,生理学实验,Physiology Lab. 
01130380,生理学实验,Physiology Lab. 
01130380,生理学实验,Physiology Lab. 
01130380,生理学实验,Physiology Lab. 
01130850,算法与数据结构及上机,Algorithm and Data Structures and Computer Operation 
01130889,生物摄影及实践,Biological photography and practice 
01138530,病毒感染与免疫,Viral infection and immunity 
01138540,分子生物学,Molecular Biology 
01138560,生理学（清华）,Physiology  
01138570,生物统计学基础,Fundamentals of Biostatistics 
01138580,生物物理学,Biophysics  
01138590,遗传学（清华）,Genetics  
01139001,药理学基础,Basic Pharmacology 
01139580,发育生物学,Developmental Biology 
01139600,微生物学,Microbiology  
01139732,生物数学建模,Methematical Modeling in the Life Sciences 
01139780,系统生物学选讲,Lectures on systems biology 
01139910,细胞骨架、细胞运动及人类疾病,Cytoskeleton、cell motility and human disease 
01139930,系统与计算神经科学,System and Computational Neuroscience 
01139950,分子医学高级教程,Advanced course  in Molecular Medicine 
00431200,基础物理实验,Basic Physics Lab 
00431580,生命科学中的物理学（上）,Physics in Life Sciences  (1)
01032630,物理化学 (B),Physical Chemistry  (B)
01032630,物理化学 (B),Physical Chemistry  (B)
01130130,免疫学,Immunology  
01130370,生理学,Physiology  
01131040,植物生物学,Plant Biology 
01131060,植物生物学实验,Plant Biology Lab. 
01131060,植物生物学实验,Plant Biology Lab. 
01131060,植物生物学实验,Plant Biology Lab. 
01131170,发育生物学实验,Basic Experiment of Developmental Biology 
01131170,发育生物学实验,Basic Experiment of Developmental Biology 
01131170,发育生物学实验,Basic Experiment of Developmental Biology 
01131170,发育生物学实验,Basic Experiment of Developmental Biology 
01132020,遗传学,Genetics  
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01132021,遗传学讨论,Current topics on Genetics 
01139360,基础分子生物学实验,Basic Molecular Biology Lab. 
01139360,基础分子生物学实验,Basic Molecular Biology Lab. 
01139360,基础分子生物学实验,Basic Molecular Biology Lab. 
01139360,基础分子生物学实验,Basic Molecular Biology Lab. 
01139490,文献强化阅读与学术报告（1）,Intensive reading and seminar 
01139760,事业与人生,Career and Life 
01139940,科学研究基本技能,Scientific Research Professional Skills 
00130202,高等数学,(B)  (二) Advanced Mathematics (B) (2)
00130212,高等数学,(B)  (二)习题课 Problem-solving on Higher Mathematics (B)
00431142,热学,Thermal Physics 
00431254,热学习题课,Exercises of Thermal Physics 
01230052,地球科学概论,(二) Introduction to Earth Sciences  (2)
01230150,地球科学前沿,Frontiers of Earth Sciences 
01235350,地理信息系统概论,introduction to Geographic information systems 
04831420,数据结构与算法 (B),Data Structure and Algorithm  (B)
00431680,普通物理习题课,Exercises of  General Physics 
00436011,普通物理学,(B)  (一) General Physics (B) (I)
01230160,地球科学概论（二）,An Outline of Geosciences Ⅱ 
01230160,地球科学概论（二）,An Outline of Geosciences Ⅱ 
01230160,地球科学概论（二）,An Outline of Geosciences Ⅱ 
01230160,地球科学概论（二）,An Outline of Geosciences Ⅱ 
01230161,地球科学概论讨论班,Seminar on An Outline of Geosciences 
01230161,地球科学概论讨论班,Seminar on An Outline of Geosciences 
01230161,地球科学概论讨论班,Seminar on An Outline of Geosciences 
